Location,male_median_salary,female_median_salary,STATE,gender_pay_gap
Marangaroo,37665,26923,WA,28.519846010885434
Mindarie - Quinns Rocks - Jindalee,46673,28476,WA,38.98828016197802
Carabooda - Pinjar,29556,24923,WA,15.675328190553525
Two Rocks,40765,24881,WA,38.96479823377897
Armadale - Wungong - Brookdale,39721,26375,WA,33.5993555046449
Camillo - Champion Lakes,41153,27109,WA,34.126309139066414
Forrestdale - Harrisdale - Piara Waters,53695,33063,WA,38.4244343048701
Mount Nasura - Mount Richon - Bedfordale,52230,29644,WA,43.24334673559257
Seville Grove,43639,27166,WA,37.74834437086093
Rivervale - Kewdale - Cloverdale,35605,25909,WA,27.232130318775454
Parkwood - Ferndale - Lynwood,38422,30427,WA,20.8083910259747
Riverton - Shelley - Rossmoyne,41900,25534,WA,39.059665871121716
Welshpool,45000,39000,WA,13.333333333333334
Willetton,46511,26312,WA,43.42843628388983
Canning Vale - East,46754,28317,WA,39.434059117936435
Huntingdale - Southern River,48902,29221,WA,40.24579771788475
Maddington - Orange Grove - Martin,35614,25288,WA,28.994215757848036
Thornlie,40197,28178,WA,29.90024131154066
Forrestfield - Wattle Grove,50944,31160,WA,38.834798994974875
High Wycombe,50309,31909,WA,36.57397284780059
Kalamunda - Maida Vale - Gooseberry Hill,52140,29039,WA,44.305715381664754
Byford,51791,29672,WA,42.708192543105945
Mundijong,45157,28344,WA,37.232322784950284
Como,44410,28169,WA,36.57059220896194
Banjup,53657,30699,WA,42.78658888868181
Coogee,51083,28824,WA,43.57418319205998
South Lake - Cockburn Central,40720,30000,WA,26.326129666011788
Success - Hammond Park,52421,31095,WA,40.68216935960779
Yangebup,47752,30790,WA,35.52102529736975
Beeliar - Wattleup,47217,29689,WA,37.122222928182644
Jandakot,53064,31170,WA,41.25961103573044
East Fremantle,49872,26197,WA,47.471527109400064
Fremantle,28491,20110,WA,29.416306903934576
Fremantle - South,42332,23390,WA,44.74629122177076
Calista,38913,24917,WA,35.96741448873127
Hope Valley - Postans,51474,39172,WA,23.899444379686834
Parmelia - Orelia,36252,26665,WA,26.445437493103828
Casuarina - Wandi,48000,31422,WA,34.5375
Applecross - Ardross,47641,26021,WA,45.38107932243236
Bateman,45111,26947,WA,40.265123805723654
Bicton - Palmyra,49960,29926,WA,40.10008006405124
Bull Creek,48499,28079,WA,42.10396090641044
Leeming,54415,31124,WA,42.80253606542313
Melville,51531,28472,WA,44.74782169955949
Murdoch - Kardinya,36818,23729,WA,35.550545928621865
Willagee,44772,27063,WA,39.55373894398285
Winthrop,46286,26443,WA,42.870414380158145
Baldivis,51039,28600,WA,43.96441936558318
Port Kennedy,46463,26516,WA,42.93093429180208
Singleton - Golden Bay - Secret Harbour,50915,25459,WA,49.99705391338505
Albany Region,30320,18646,WA,38.50263852242744
Bayonet Head - Lower King,35544,22511,WA,36.6672293495386
Denmark,29069,15299,WA,47.370050569335035
Gnowangerup,19257,11658,WA,39.46097522978657
Katanning,27000,17448,WA,35.37777777777778
Little Grove - Elleker,35595,25546,WA,28.2314931872454
Plantagenet,26163,18375,WA,29.767228528838434
Chittering,51198,26334,WA,48.56439704675964
Dowerin,31710,15586,WA,50.8483128350678
Gingin - Dandaragan,27452,16072,WA,41.45417455923066
Moora,33993,16999,WA,49.992645544670964
Mukinbudin,31962,17379,WA,45.62605594143045
Toodyay,48884,27783,WA,43.16545290892726
York - Beverley,29700,19553,WA,34.16498316498316
Brookton,26267,14811,WA,43.6136597251304
Murray,63420,23537,WA,62.88710186061179
Wagin,18930,12673,WA,33.05335446381405
Broome,26923,19103,WA,29.045797273706498
Derby - West Kimberley,21084,19742,WA,6.365016125972302
Kununurra,22625,19784,WA,12.556906077348065
East Pilbara,27623,14907,WA,46.03410201643558
Newman,51871,20188,WA,61.08037246245493
Port Hedland,80604,28724,WA,64.3640514118406
Ashburton (WA),108048,26310,WA,75.64971123944913
Roebourne,70065,22604,WA,67.73852850924142
Carnarvon,17997,17066,WA,5.173084402956048
Exmouth,27593,11115,WA,59.718044431558724
Boulder,46016,20321,WA,55.839273296244784
Kalgoorlie,50132,23409,WA,53.3052740764382
Kambalda - Coolgardie - Norseman,52150,25357,WA,51.37679769894535
Leinster - Leonora,48458,28140,WA,41.92909323537909
Geraldton,30823,23920,WA,22.395613665120205
Geraldton - East,38627,25197,WA,34.768426230357
Geraldton - South,47325,28209,WA,40.39302694136291
Irwin,33033,19685,WA,40.408076771713134
Morawa,38176,15316,WA,59.88055322715843
Tasmania,35616,24624,TAS,30.862533692722373
Cambridge,50494,32931,TAS,34.78235037826277
Lindisfarne - Rose Bay,39026,26909,TAS,31.048531748065393
Mornington - Warrane,35880,25472,TAS,29.007803790412485
Rokeby,38729,26110,TAS,32.582819076144496
South Arm,49901,30741,TAS,38.396024127772996
Austins Ferry - Granton,48591,35739,TAS,26.44934247082793
Berriedale - Chigwell,41742,30360,TAS,27.267500359350294
Derwent Park - Lutana,26804,21372,TAS,20.26563199522459
Glenorchy,22393,21036,TAS,6.059929442236413
Montrose - Rosetta,36579,30624,TAS,16.279832690888217
West Moonah,27783,24407,TAS,12.151315552676097
Kingston - Huntingfield,37545,28550,TAS,23.957917166067386
Kingston Beach - Blackmans Bay,42919,28871,TAS,32.73142431091125
Hobart,20756,16316,TAS,21.39140489497013
Sandy Bay,22543,17058,TAS,24.331278002040545
West Hobart,31785,24657,TAS,22.42567248702218
Sorell - Richmond,44124,28951,TAS,34.387181579185935
Invermay,17351,16979,TAS,2.143968647340211
Kings Meadows - Punchbowl,37692,24546,TAS,34.87742757083731
Launceston,28788,23253,TAS,19.226761150479366
Legana,39049,23710,TAS,39.281415657251145
Mowbray,15591,13029,TAS,16.432557244564173
Newnham - Mayfield,23150,18143,TAS,21.628509719222464
Norwood (Tas.),40493,29586,TAS,26.935519719457684
Prospect Vale - Blackstone,45369,29086,TAS,35.89014525336683
Trevallyn,37775,27343,TAS,27.616148246194573
West Launceston,36575,25068,TAS,31.461380724538618
Youngtown - Relbia,44331,28329,TAS,36.09663666508764
Beauty Point - Beaconsfield,32935,22142,TAS,32.770608774859575
Deloraine,29649,20495,TAS,30.87456575263921
Hadspen - Carrick,47607,29441,TAS,38.158254038271686
Westbury,33980,23672,TAS,30.335491465567983
Dilston - Lilydale,47959,28138,TAS,41.32905189849663
Longford,34038,24885,TAS,26.890534108937068
Northern Midlands,21768,16595,TAS,23.764241087835355
St Helens - Scamander,27161,15835,TAS,41.69949560030927
Central Highlands,25701,14590,TAS,43.2317808645578
Derwent Valley,42601,25163,TAS,40.933311424614445
Forestier - Tasman,32730,22682,TAS,30.699663916895815
Acton - Upper Burnie,37760,24749,TAS,34.457097457627114
Burnie - Ulverstone Region,45536,26000,TAS,42.902319044272666
Burnie - Wivenhoe,34641,23149,TAS,33.17456193527901
Parklands - Camdale,42714,29128,TAS,31.806901718406145
Somerset,44255,25628,TAS,42.09015930403344
Ulverstone,40574,23964,TAS,40.93754621185981
West Ulverstone,39464,24449,TAS,38.0473342793432
Devonport,28226,18686,TAS,33.79862538085453
East Devonport,23526,17521,TAS,25.5249511179121
Latrobe,39794,22508,TAS,43.43870935316882
Quoiba - Spreyton,48025,25727,TAS,46.429984383133785
Sheffield - Railton,38445,21763,TAS,43.39185849915464
North West,30058,16491,TAS,45.13607026415596
Smithton,40669,19485,TAS,52.08881457621284
Northern Territory,34021,26231,NT,22.897622056964817
Darwin Airport,46346,33750,NT,27.178181504336944
Fannie Bay - The Gardens,35388,32478,NT,8.223126483553747
Ludmilla - The Narrows,39402,27362,NT,30.556824526673772
Woolner - Bayview - Winnellie,38110,25135,NT,34.04618210443453
Alawa,29343,26531,NT,9.583205534539754
Anula,44661,36539,NT,18.185889254606927
Berrimah,41131,31897,NT,22.450220028688825
Brinkin - Nakara,26136,23377,NT,10.556320783593511
Jingili,39251,24212,NT,38.314947389875414
Lyons (NT),69952,34075,NT,51.28802607502288
Malak - Marrara,43175,34604,NT,19.85176606832658
Moil,29500,26990,NT,8.508474576271187
Rapid Creek,31483,28437,NT,9.675062732268207
Tiwi,41754,41157,NT,1.429803132633999
Wanguri,43788,39313,NT,10.219694893578149
Wulagi,47023,35171,NT,25.20468706803054
Howard Springs,54857,36263,NT,33.89540076927284
Humpty Doo,42814,32337,NT,24.470967440556826
Virginia,40153,30517,NT,23.998206858765222
Bakewell,38997,32003,NT,17.93471292663538
Durack - Marlow Lagoon,54373,36183,NT,33.454104058999874
Moulden,32545,30831,NT,5.266554002150868
Palmerston - North,51622,34003,NT,34.130796947038085
Woodroffe,41324,31565,NT,23.615816474687833
Charles,20847,15826,NT,24.085000239842664
East Side,27732,22756,NT,17.943170344728113
Petermann - Simpson,33005,18264,NT,44.66292985911225
Sandover - Plenty,16125,14672,NT,9.010852713178293
Barkly,17164,16278,NT,5.161966907480774
Alligator,28967,17673,NT,38.98919460075258
Daly,18318,13964,NT,23.768970411616987
Thamarrurr,23029,22400,NT,2.731338746797516
Anindilyakwa,47951,19994,NT,58.303267919334324
Nhulunbuy,48159,29216,NT,39.334288502668244
Katherine,25059,23011,NT,8.172712398738977
Australian Capital Territory,47500,35719,ACT,24.802105263157895
Aranda,51052,30004,ACT,41.22855128104678
Cook,53022,39463,ACT,25.572403907811854
Evatt,47469,37500,ACT,21.001074385388357
Florey,42155,33194,ACT,21.25726485588898
Fraser,53488,39436,ACT,26.271313191743946
Giralang,53180,39813,ACT,25.135389244076723
Hawker,44786,31883,ACT,28.81034251775108
Higgins,47319,35954,ACT,24.017836387074958
Lawson,32549,24797,ACT,23.816399889397523
Macgregor (ACT),50665,39735,ACT,21.573078061778347
Macquarie,32677,29812,ACT,8.767634727790188
McKellar,45892,31404,ACT,31.569772509369827
Melba,49828,36356,ACT,27.037007305129645
Page,36660,31377,ACT,14.410801963993453
West Belconnen,43452,23372,ACT,46.21191199484488
Hume,28574,15098,ACT,47.16175544201022
Canberra Airport,38533,22471,ACT,41.683751589546624
Amaroo,55451,35446,ACT,36.07689671962634
Bonner,50219,33800,ACT,32.69479679005954
Crace,66034,41236,ACT,37.55338159130145
Forde,69696,42706,ACT,38.72532139577594
Gungahlin,33987,22498,ACT,33.80410156824668
Ngunnawal,48140,35434,ACT,26.393851267137514
Nicholls,50874,35325,ACT,30.56374572473169
Palmerston,49062,34042,ACT,30.61432473197179
Jacka,41505,35349,ACT,14.83194795807734
Moncrieff,46481,34062,ACT,26.718444095436844
Acton,4172,3078,ACT,26.22243528283797
Ainslie,45899,35190,ACT,23.331662999193885
Braddon,50700,34786,ACT,31.38856015779093
Civic,39142,19835,ACT,49.32553267589802
O'Connor (ACT),37343,30465,ACT,18.418445224004497
Turner,44920,32818,ACT,26.941228851291182
Campbell,57036,38892,ACT,31.81148748159057
Duntroon,54952,47884,ACT,12.862134226233804
Reid,33912,30025,ACT,11.46201934418495
Deakin,59653,38808,ACT,34.94375806749032
Forrest,60247,45931,ACT,23.76217902966123
Griffith (ACT),62795,51106,ACT,18.614539374153992
Barton,79345,65914,ACT,16.92734261768227
Fyshwick,39850,35230,ACT,11.593475533249686
Kingston (ACT),69293,57485,ACT,17.040682320003462
Banks,55396,38617,ACT,30.289190555274747
Bonython,54169,35895,ACT,33.73516217762927
Conder,55774,42563,ACT,23.68666403700649
Gilmore,52289,40094,ACT,23.322304882480065
Gordon (ACT),51631,39990,ACT,22.54653212217466
Gowrie (ACT),52868,42064,ACT,20.43580237572823
Isabella Plains,46335,37765,ACT,18.495737563397
Macarthur,61048,38076,ACT,37.629406368759014
Monash,48728,42989,ACT,11.777622722048925
Oxley (ACT),52920,39067,ACT,26.177248677248677
Richardson,47808,39054,ACT,18.31074297188755
Chapman,62587,39285,ACT,37.231373927492925
Duffy,47643,43960,ACT,7.730411602963709
Holder,54079,43540,ACT,19.48815621590636
Waramanga,58282,40831,ACT,29.942349267355272
Weston,52684,42451,ACT,19.423354339078276
Curtin,49102,37545,ACT,23.53671948189483
Hughes,55827,36562,ACT,34.508391996704106
Lyons (ACT),31634,28840,ACT,8.832269077574761
Phillip,41837,37117,ACT,11.281879675884982
Torrens,51577,39113,ACT,24.16581034181903
Namadgi,86350,20198,ACT,76.60914881297047
